name,allegiance,season,episode,location,killer,killers_house,method,death_no
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1532
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1533
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1534
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1535
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1536
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1537
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1538
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1539
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1540
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1541
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1542
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1543
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1544
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1545
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1546
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1547
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1548
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1549
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1550
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1551
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1552
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1553
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1554
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1555
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1556
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1557
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1558
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1559
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1560
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1561
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1562
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1563
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1564
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1565
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1566
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1567
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1568
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1569
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1570
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1571
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1572
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1573
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1574
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1575
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1576
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1577
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1578
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1579
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1580
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1581
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1582
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1583
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1584
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1585
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1586
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1587
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1588
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1589
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1590
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1591
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1592
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1593
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1594
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1595
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1596
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1597
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1598
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1599
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1600
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1601
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1602
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1603
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1604
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1605
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1606
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1607
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1608
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1609
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1610
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1611
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1612
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1613
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1614
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1615
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1616
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1617
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1618
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1619
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1620
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1621
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1622
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1623
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1624
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1625
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1626
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1627
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1628
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1629
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1630
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1631
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1632
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1633
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1634
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1635
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1636
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1637
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1638
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1639
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1640
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1641
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1642
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1643
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1644
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1645
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1646
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1647
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1648
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1649
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1650
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1651
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1652
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1653
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1654
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1655
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1656
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1657
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1658
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1659
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1660
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1661
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1662
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1663
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1664
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1665
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1666
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1667
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1668
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1669
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1670
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1671
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1672
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1673
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1674
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1675
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1676
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1677
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1678
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1679
Golden Company soldier,House Lannister,8,5,King's Landing,Daenerys Targaryen,House Targaryen,Dragonfire (Dragon),1680
